,1082,MIEL,1,,
,1094,CANELA,1,,
,1096,CARNE,1,,
,1112,AMARILLO,1,,
,1113,AMARILLO POLLO ,1,,
,2053,MENTA,1,,
,2054,VERDE SECO,1,,
,2055,VERDE PASTO,1,,
,2060,VERDE PERA,1,,
,2078,VERDE SERRANO,1,,
,2083,VERDE UVA,1,,
,2085,BANDERA INTENSO,1,,
,2088,VERDE,1,,
,2484,VERDOSO,1,,
,3079,AZUL PETROLEO ,1,,
,3081,AZUL CIELO,1,,
,3087,AZUL ARTICO,1,,
,4013,ENCHILADO,1,,
,4031,LILA CLARO,1,,
,4031,MORADO,1,,
,4033,LILA,1,,
,4046,MAGENTA,1,,
,4047,ROSA NEON,1,,
,4050,LAVANDA ,1,,
,4051,PURPURA,1,,
,4057,UVA,1,,
,4062,LILA FUERTE,1,,
,4095,ROSA,1,,
,5036,CLAVEL,1,,
,5059,TINTO,1,,
,5061,FIUSHA,1,,
,5062,CAFÉ OSCURO,1,,
,5063,SANDIA,1,,
,5067,FIUSHA,1,,
,5068,PALO DE ROSA,1,,
,5084,CIRUELA,1,,
,5086,ROJO INTENSO,1,,
,5088,GROSELLA,1,,
,5095,ROSA REYNA,1,,
,5108,FIUSHA,1,,
,6026,CAFÉ,1,,
,6040,SALMON FTE,1,,
,6041,FANTA,1,,
,6045,PAPAYA,1,,
,6052,CAFÉ OSCURO,1,,
,6052,CAFÉ OSCURO,1,,
,6061,NARANJA NEON,1,,
,6070,CORAL ESPAÑA,1,,
,6071,BEIGE,1,,
,7331,BLANCO - PLATA,1,,
,7438,AZUL PLATA ,1,,
,9023,GRIS PERLA,1,,
,50310,PISTACHEO,1,,
,C036,MAIZ,1,,
,H 131,ROJO,1,,
,102,ROSA BB ROSA MET,1,,
,1098,CANARIO ORO,1,,
,2068,JADE,1,,
,2076,MANZANA ORO,1,,
,5060,ROJO ROJO ,1,,
,5068,PALO DE ROSA,1,,
,7185,BLANCO,1,,
,7329,AZUL CIELO PLATA ,1,,
,7338,VERDE BANDERA ORO,1,,
,7339,ROJO ORO,1,,
,7428,MOSTAZA ORO,1,,
,7438,AZUL PLATA ,1,,
,7479,LILA PLATA ,1,,
,7513,JADE ORO ,1,,
,1,BLANCO,1,,
,2,MARFIL,1,,
,4,AMARILLO BEBE,1,,
,6,SALMON,1,,
,10,HUESO,1,,
,10,PALO DE ROSA,1,,
,11,ELECTRICO AZUL,1,,
,11,MENTA,1,,
,14,AMARILLO,1,,
,17,MOSTAZA,1,,
,18,CANELA,1,,
,19,SHEDRON,1,,
,20,BEIGE,1,,
,21,CAMELLO,1,,
,22,ARENA,1,,
,23,CAFÉ,1,,
,24,ROJO CLARO ,1,,
,25,ROJO QUEMADO,1,,
,26,TINTO,1,,
,27,CEMENTO,1,,
,28,OLIVO,1,,
,29,MILITAR,1,,
,30,PASTO,1,,
,31,VERDE ESMERALDA  ,1,,
,32,VERDE BANDERA,1,,
,33,VERDE OSCURO,1,,
,34,BEIGE,1,,
,36,AQUA,1,,
,37,PIZARRA AZUL,1,,
,38,REY,1,,
,39,MARINO,1,,
,40,NEGRO,1,,
,41,LILA CLARO,1,,
,42,LILA FUERTE ,1,,
,43,FIUSHA,1,,
,44,BUGAMBILIA,1,,
,46,GRIS CLARO,1,,
,47,GRIS OXFORD,1,,
,48,ELECTRICO AZUL,1,,
,49,AYUNTAMIENTO,1,,
,50,NARANJA,1,,
,51,MANZANA,1,,
,54,CALABAZA,1,,
,58,CAFÉ -TABACO,1,,
,93,ROSA,1,,
,124,COCOA,1,,
,162,LIMON,1,,
,163,MAIZ,1,,
,2068,JADE,1,,
,3063,VIDRIO - AZUL,1,,
,3065,AZUL VERDE,1,,
,4025,GUINDA,1,,
,4034,SI,1,,
,4058,ANEMONA,1,,
,4059,DALIA,1,,
,4060,SAPONARIO ROSA,1,,
,5063,SANDIA,1,,
,5132,PIEL DE OVEJA,1,,
,6054,CORAL,1,,
,6064,TABACO - CAFÉ,1,,
,6068,TRIGO,1,,
,9026,GRIS HUMO,1,,
,9047,GRIS MEDIO,1,,
,NUEVO,PIEL,1,,
,NUEVO,BEIGE,1,,
,3001,BLANCO,2,,
,3002,PAJA,2,,
,3040,ROJO,2,,
,3094,GRIS OXFOR,2,,
,3018,BLANCO ANTIGUO ,2,,
,3099,NEGRO,2,,
,2704,CANARIO,2,,
,2750,LILA,2,,
,2767,TURQUEZA,2,,
,601,BLANCO,2,,
,630,ROSA,2,,
,667,AZUL FRANCES,2,,
,623,CAFÉ CON LECHE ,2,,
,660,CIELO,2,,
,634,MALVA,2,,
,607,TANGERINA,2,,
,699,NEGRO,2,,
,#14,BEIGE,2,,
,B5200,DMC,3,,
,BLANCO,DMC,3,,
,169,DMC,3,,
,223,DMC,3,,
,310,DMC,3,,
,318,DMC,3,,
,415,DMC,3,,
,433,DMC,3,,
,471,DMC,3,,
,504,DMC,3,,
,535,DMC,3,,
,550,DMC,3,,
,600,DMC,3,,
,632,DMC,3,,
,642,DMC,3,,
,728,DMC,3,,
,730,DMC,3,,
,741,DMC,3,,
,742,DMC,3,,
,743,DMC,3,,
,744,DMC,3,,
,761,DMC,3,,
,762,DMC,3,,
,779,DMC,3,,
,782,DMC,3,,
,800,DMC,3,,
,826,DMC,3,,
,829,DMC,3,,
,841,DMC,3,,
,844,DMC,3,,
,890,DMC,3,,
,891,DMC,3,,
,987,DMC,3,,
,3340,DMC,3,,
,3772,DMC,3,,
,3787,DMC,3,,
,3790,DMC,3,,
,3827,DMC,3,,
,3859,DMC,3,,
,3864,DMC,3,,
,E5200,DMC,3,,
,E3747,DMC,3,,
,E699,DMC,3,,
,E980,DMC,3,,
,E990,DMC,3,,
,E940,DMC,3,,
,AGUJA #24,DMC,3,,
